City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,AQI_Missing_Original,AQI_Category,Year,Month,Month_Name
Chennai,2018-11-08,105.0,57.75,113.4,87.15,119.7,1.1,99.75,False,Moderate,2018,11,Nov
Chennai,2018-11-09,146.0,80.3,157.68,121.18,166.44,1.53,138.7,False,Moderate,2018,11,Nov
Chennai,2018-11-10,134.0,73.7,144.72,111.22,152.76,1.41,127.3,False,Moderate,2018,11,Nov
Chennai,2018-11-11,141.0,77.55,152.28,117.03,160.74,1.48,133.95,False,Moderate,2018,11,Nov
Chennai,2018-11-12,174.0,95.7,187.92,144.42,198.36,1.83,165.3,False,Moderate,2018,11,Nov
Chennai,2018-11-13,244.0,134.2,263.52,202.52,278.16,2.56,231.8,False,Poor,2018,11,Nov
Chennai,2018-11-14,185.0,101.75,199.8,153.55,210.9,1.94,175.75,False,Moderate,2018,11,Nov
Chennai,2018-11-15,122.0,67.1,131.76,101.26,139.08,1.28,115.9,False,Moderate,2018,11,Nov
Chennai,2018-11-16,54.0,29.7,58.32,44.82,61.56,0.57,51.3,False,Satisfactory,2018,11,Nov
Chennai,2018-11-17,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False,Satisfactory,2018,11,Nov
Chennai,2018-11-18,60.0,33.0,64.8,49.8,68.4,0.63,57.0,False,Satisfactory,2018,11,Nov
Chennai,2018-11-19,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2018,11,Nov
Chennai,2018-11-20,79.0,43.45,85.32,65.57,90.06,0.83,75.05,False,Satisfactory,2018,11,Nov
Chennai,2018-11-21,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False,Satisfactory,2018,11,Nov
Chennai,2018-11-22,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False,Satisfactory,2018,11,Nov
Chennai,2018-11-23,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2018,11,Nov
Chennai,2018-11-24,210.0,115.5,226.8,174.3,239.4,2.21,199.5,False,Poor,2018,11,Nov
Chennai,2018-11-25,224.0,123.2,241.92,185.92,255.36,2.35,212.8,False,Poor,2018,11,Nov
Chennai,2018-11-26,186.0,102.3,200.88,154.38,212.04,1.95,176.7,False,Moderate,2018,11,Nov
Chennai,2018-11-27,134.0,73.7,144.72,111.22,152.76,1.41,127.3,False,Moderate,2018,11,Nov
Chennai,2018-11-28,122.0,67.1,131.76,101.26,139.08,1.28,115.9,False,Moderate,2018,11,Nov
Chennai,2018-11-29,84.0,46.2,90.72,69.72,95.76,0.88,79.8,False,Satisfactory,2018,11,Nov
Chennai,2018-11-30,87.0,47.85,93.96,72.21,99.18,0.91,82.65,False,Satisfactory,2018,11,Nov
Chennai,2018-12-01,98.0,53.9,105.84,81.34,111.72,1.03,93.1,False,Satisfactory,2018,12,Dec
Chennai,2018-12-02,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2018,12,Dec
Chennai,2018-12-03,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2018,12,Dec
Chennai,2018-12-04,54.0,29.7,58.32,44.82,61.56,0.57,51.3,False,Satisfactory,2018,12,Dec
Chennai,2018-12-05,61.0,33.55,65.88,50.63,69.54,0.64,57.95,False,Satisfactory,2018,12,Dec
Chennai,2018-12-06,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False,Satisfactory,2018,12,Dec
Chennai,2018-12-07,142.0,78.1,153.36,117.86,161.88,1.49,134.9,False,Moderate,2018,12,Dec
Chennai,2018-12-08,238.0,130.9,257.04,197.54,271.32,2.5,226.1,False,Poor,2018,12,Dec
Chennai,2018-12-09,222.0,122.1,239.76,184.26,253.08,2.33,210.9,False,Poor,2018,12,Dec
Chennai,2018-12-10,221.0,121.55,238.68,183.43,251.94,2.32,209.95,False,Poor,2018,12,Dec
Chennai,2018-12-11,185.0,101.75,199.8,153.55,210.9,1.94,175.75,False,Moderate,2018,12,Dec
Chennai,2018-12-12,185.0,101.75,199.8,153.55,210.9,1.94,175.75,False,Moderate,2018,12,Dec
Chennai,2018-12-13,132.0,72.6,142.56,109.56,150.48,1.39,125.4,False,Moderate,2018,12,Dec
Chennai,2018-12-14,80.0,44.0,86.4,66.4,91.2,0.84,76.0,False,Satisfactory,2018,12,Dec
Chennai,2018-12-15,171.0,94.05,184.68,141.93,194.94,1.8,162.45,False,Moderate,2018,12,Dec
Chennai,2018-12-16,133.0,73.15,143.64,110.39,151.62,1.4,126.35,False,Moderate,2018,12,Dec
Chennai,2018-12-17,89.0,48.95,96.12,73.87,101.46,0.93,84.55,False,Satisfactory,2018,12,Dec
Chennai,2018-12-18,159.0,87.45,171.72,131.97,181.26,1.67,151.05,False,Moderate,2018,12,Dec
Chennai,2018-12-19,71.0,39.05,76.68,58.93,80.94,0.75,67.45,False,Satisfactory,2018,12,Dec
Chennai,2018-12-20,70.0,38.5,75.6,58.1,79.8,0.74,66.5,False,Satisfactory,2018,12,Dec
Chennai,2018-12-21,76.0,41.8,82.08,63.08,86.64,0.8,72.2,False,Satisfactory,2018,12,Dec
Chennai,2018-12-22,90.0,49.5,97.2,74.7,102.6,0.95,85.5,False,Satisfactory,2018,12,Dec
Chennai,2018-12-23,105.0,57.75,113.4,87.15,119.7,1.1,99.75,False,Moderate,2018,12,Dec
Chennai,2018-12-24,125.0,68.75,135.0,103.75,142.5,1.31,118.75,False,Moderate,2018,12,Dec
Chennai,2018-12-25,148.0,81.4,159.84,122.84,168.72,1.55,140.6,False,Moderate,2018,12,Dec
Chennai,2018-12-26,200.0,110.0,216.0,166.0,228.0,2.1,190.0,False,Moderate,2018,12,Dec
Chennai,2018-12-27,77.0,42.35,83.16,63.91,87.78,0.81,73.15,False,Satisfactory,2018,12,Dec
Chennai,2018-12-28,112.0,61.6,120.96,92.96,127.68,1.18,106.4,False,Moderate,2018,12,Dec
Chennai,2018-12-29,188.0,103.4,203.04,156.04,214.32,1.97,178.6,False,Moderate,2018,12,Dec
Chennai,2018-12-30,156.0,85.8,168.48,129.48,177.84,1.64,148.2,False,Moderate,2018,12,Dec
Chennai,2018-12-31,120.0,66.0,129.6,99.6,136.8,1.26,114.0,False,Moderate,2018,12,Dec
Chennai,2019-01-01,175.0,96.25,189.0,145.25,199.5,1.84,166.25,False,Moderate,2019,1,Jan
Chennai,2019-01-02,81.0,44.55,87.48,67.23,92.34,0.85,76.95,False,Satisfactory,2019,1,Jan
Chennai,2019-01-03,184.0,101.2,198.72,152.72,209.76,1.93,174.8,False,Moderate,2019,1,Jan
Chennai,2019-01-04,203.0,111.65,219.24,168.49,231.42,2.13,192.85,False,Poor,2019,1,Jan
Chennai,2019-01-05,112.0,61.6,120.96,92.96,127.68,1.18,106.4,False,Moderate,2019,1,Jan
Chennai,2019-01-06,193.0,106.15,208.44,160.19,220.02,2.03,183.35,False,Moderate,2019,1,Jan
Chennai,2019-01-07,148.0,81.4,159.84,122.84,168.72,1.55,140.6,False,Moderate,2019,1,Jan
Chennai,2019-01-08,81.0,44.55,87.48,67.23,92.34,0.85,76.95,False,Satisfactory,2019,1,Jan
Chennai,2019-01-09,212.0,116.6,228.96,175.96,241.68,2.23,201.4,False,Poor,2019,1,Jan
Chennai,2019-01-10,172.0,94.6,185.76,142.76,196.08,1.81,163.4,False,Moderate,2019,1,Jan
Chennai,2019-01-11,178.0,97.9,192.24,147.74,202.92,1.87,169.1,False,Moderate,2019,1,Jan
Chennai,2019-01-12,158.0,86.9,170.64,131.14,180.12,1.66,150.1,False,Moderate,2019,1,Jan
Chennai,2019-01-13,89.0,48.95,96.12,73.87,101.46,0.93,84.55,False,Satisfactory,2019,1,Jan
Chennai,2019-01-14,122.0,67.1,131.76,101.26,139.08,1.28,115.9,False,Moderate,2019,1,Jan
Chennai,2019-01-15,102.0,56.1,110.16,84.66,116.28,1.07,96.9,False,Moderate,2019,1,Jan
Chennai,2019-01-16,96.0,52.8,103.68,79.68,109.44,1.01,91.2,False,Satisfactory,2019,1,Jan
Chennai,2019-01-17,107.0,58.85,115.56,88.81,121.98,1.12,101.65,False,Moderate,2019,1,Jan
Chennai,2019-01-18,135.0,74.25,145.8,112.05,153.9,1.42,128.25,False,Moderate,2019,1,Jan
Chennai,2019-01-19,104.0,57.2,112.32,86.32,118.56,1.09,98.8,False,Moderate,2019,1,Jan
Chennai,2019-01-20,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False,Satisfactory,2019,1,Jan
Chennai,2019-01-21,98.0,53.9,105.84,81.34,111.72,1.03,93.1,False,Satisfactory,2019,1,Jan
Chennai,2019-01-22,171.0,94.05,184.68,141.93,194.94,1.8,162.45,False,Moderate,2019,1,Jan
Chennai,2019-01-23,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False,Satisfactory,2019,1,Jan
Chennai,2019-01-24,94.0,51.7,101.52,78.02,107.16,0.99,89.3,False,Satisfactory,2019,1,Jan
Chennai,2019-01-25,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False,Satisfactory,2019,1,Jan
Chennai,2019-01-26,45.0,24.75,48.6,37.35,51.3,0.47,42.75,False,Good,2019,1,Jan
Chennai,2019-01-27,42.0,23.1,45.36,34.86,47.88,0.44,39.9,False,Good,2019,1,Jan
Chennai,2019-01-28,39.0,21.45,42.12,32.37,44.46,0.41,37.05,False,Good,2019,1,Jan
Chennai,2019-01-29,46.0,25.3,49.68,38.18,52.44,0.48,43.7,False,Good,2019,1,Jan
Chennai,2019-01-30,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False,Satisfactory,2019,1,Jan
Chennai,2019-01-31,127.0,69.85,137.16,105.41,144.78,1.33,120.65,False,Moderate,2019,1,Jan
Chennai,2019-02-01,100.0,55.0,108.0,83.0,114.0,1.05,95.0,False,Satisfactory,2019,2,Feb
Chennai,2019-02-02,90.0,49.5,97.2,74.7,102.6,0.95,85.5,False,Satisfactory,2019,2,Feb
Chennai,2019-02-03,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False,Satisfactory,2019,2,Feb
Chennai,2019-02-04,88.0,48.4,95.04,73.04,100.32,0.92,83.6,False,Satisfactory,2019,2,Feb
Chennai,2019-02-05,98.0,53.9,105.84,81.34,111.72,1.03,93.1,False,Satisfactory,2019,2,Feb
Chennai,2019-02-06,125.0,68.75,135.0,103.75,142.5,1.31,118.75,False,Moderate,2019,2,Feb
Chennai,2019-02-07,115.0,63.25,124.2,95.45,131.1,1.21,109.25,False,Moderate,2019,2,Feb
Chennai,2019-02-08,67.0,36.85,72.36,55.61,76.38,0.7,63.65,False,Satisfactory,2019,2,Feb
Chennai,2019-02-09,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False,Satisfactory,2019,2,Feb
Chennai,2019-02-10,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False,Good,2019,2,Feb
Chennai,2019-02-11,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False,Satisfactory,2019,2,Feb
Chennai,2019-02-12,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False,Satisfactory,2019,2,Feb
Chennai,2019-02-13,154.0,84.7,166.32,127.82,175.56,1.62,146.3,False,Moderate,2019,2,Feb
Chennai,2019-02-14,182.0,100.1,196.56,151.06,207.48,1.91,172.9,False,Moderate,2019,2,Feb
Chennai,2019-02-15,74.0,40.7,79.92,61.42,84.36,0.78,70.3,False,Satisfactory,2019,2,Feb
Chennai,2019-02-16,75.0,41.25,81.0,62.25,85.5,0.79,71.25,False,Satisfactory,2019,2,Feb
Chennai,2019-02-17,89.0,48.95,96.12,73.87,101.46,0.93,84.55,False,Satisfactory,2019,2,Feb
Chennai,2019-02-18,67.0,36.85,72.36,55.61,76.38,0.7,63.65,False,Satisfactory,2019,2,Feb
Chennai,2019-02-19,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False,Good,2019,2,Feb
Chennai,2019-02-20,47.0,25.85,50.76,39.01,53.58,0.49,44.65,False,Good,2019,2,Feb
Chennai,2019-02-21,63.0,34.65,68.04,52.29,71.82,0.66,59.85,False,Satisfactory,2019,2,Feb
Chennai,2019-02-22,85.0,46.75,91.8,70.55,96.9,0.89,80.75,False,Satisfactory,2019,2,Feb
Chennai,2019-02-23,69.0,37.95,74.52,57.27,78.66,0.72,65.55,False,Satisfactory,2019,2,Feb
Chennai,2019-02-24,80.0,44.0,86.4,66.4,91.2,0.84,76.0,False,Satisfactory,2019,2,Feb
Chennai,2019-02-25,83.0,45.65,89.64,68.89,94.62,0.87,78.85,False,Satisfactory,2019,2,Feb
Chennai,2019-02-26,185.0,101.75,199.8,153.55,210.9,1.94,175.75,False,Moderate,2019,2,Feb
Chennai,2019-02-27,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False,Good,2019,2,Feb
Chennai,2019-02-28,105.0,57.75,113.4,87.15,119.7,1.1,99.75,False,Moderate,2019,2,Feb
Chennai,2019-03-01,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False,Satisfactory,2019,3,Mar
Chennai,2019-03-02,165.0,90.75,178.2,136.95,188.1,1.73,156.75,False,Moderate,2019,3,Mar
Chennai,2019-03-03,74.0,40.7,79.92,61.42,84.36,0.78,70.3,False,Satisfactory,2019,3,Mar
Chennai,2019-03-04,76.0,41.8,82.08,63.08,86.64,0.8,72.2,False,Satisfactory,2019,3,Mar
Chennai,2019-03-05,89.0,48.95,96.12,73.87,101.46,0.93,84.55,False,Satisfactory,2019,3,Mar
Chennai,2019-03-06,103.0,56.65,111.24,85.49,117.42,1.08,97.85,False,Moderate,2019,3,Mar
Chennai,2019-03-07,86.0,47.3,92.88,71.38,98.04,0.9,81.7,False,Satisfactory,2019,3,Mar
Chennai,2019-03-08,73.0,40.15,78.84,60.59,83.22,0.77,69.35,False,Satisfactory,2019,3,Mar
Chennai,2019-03-09,78.0,42.9,84.24,64.74,88.92,0.82,74.1,False,Satisfactory,2019,3,Mar
Chennai,2019-03-10,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False,Satisfactory,2019,3,Mar
Chennai,2019-03-11,60.0,33.0,64.8,49.8,68.4,0.63,57.0,False,Satisfactory,2019,3,Mar
Chennai,2019-03-12,82.0,45.1,88.56,68.06,93.48,0.86,77.9,False,Satisfactory,2019,3,Mar
Chennai,2019-03-13,129.0,70.95,139.32,107.07,147.06,1.35,122.55,False,Moderate,2019,3,Mar
Chennai,2019-03-14,132.0,72.6,142.56,109.56,150.48,1.39,125.4,False,Moderate,2019,3,Mar
Chennai,2019-03-15,101.0,55.55,109.08,83.83,115.14,1.06,95.95,False,Moderate,2019,3,Mar
Chennai,2019-03-16,86.0,47.3,92.88,71.38,98.04,0.9,81.7,False,Satisfactory,2019,3,Mar
Chennai,2019-03-17,104.0,57.2,112.32,86.32,118.56,1.09,98.8,False,Moderate,2019,3,Mar
Chennai,2019-03-18,70.0,38.5,75.6,58.1,79.8,0.74,66.5,False,Satisfactory,2019,3,Mar
Chennai,2019-03-19,85.0,46.75,91.8,70.55,96.9,0.89,80.75,False,Satisfactory,2019,3,Mar
Chennai,2019-03-20,105.0,57.75,113.4,87.15,119.7,1.1,99.75,False,Moderate,2019,3,Mar
Chennai,2019-03-21,117.0,64.35,126.36,97.11,133.38,1.23,111.15,False,Moderate,2019,3,Mar
Chennai,2019-03-22,84.0,46.2,90.72,69.72,95.76,0.88,79.8,False,Satisfactory,2019,3,Mar
Chennai,2019-03-23,80.0,44.0,86.4,66.4,91.2,0.84,76.0,False,Satisfactory,2019,3,Mar
Chennai,2019-03-24,73.0,40.15,78.84,60.59,83.22,0.77,69.35,False,Satisfactory,2019,3,Mar
Chennai,2019-03-25,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False,Satisfactory,2019,3,Mar
Chennai,2019-03-26,78.0,42.9,84.24,64.74,88.92,0.82,74.1,False,Satisfactory,2019,3,Mar
Chennai,2019-03-27,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False,Satisfactory,2019,3,Mar
Chennai,2019-03-28,73.0,40.15,78.84,60.59,83.22,0.77,69.35,False,Satisfactory,2019,3,Mar
Chennai,2019-03-29,84.0,46.2,90.72,69.72,95.76,0.88,79.8,False,Satisfactory,2019,3,Mar
Chennai,2019-03-30,76.0,41.8,82.08,63.08,86.64,0.8,72.2,False,Satisfactory,2019,3,Mar
Chennai,2019-03-31,112.0,61.6,120.96,92.96,127.68,1.18,106.4,False,Moderate,2019,3,Mar
Chennai,2019-04-01,119.0,65.45,128.52,98.77,135.66,1.25,113.05,False,Moderate,2019,4,Apr
Chennai,2019-04-02,94.0,51.7,101.52,78.02,107.16,0.99,89.3,False,Satisfactory,2019,4,Apr
Chennai,2019-04-03,116.0,63.8,125.28,96.28,132.24,1.22,110.2,False,Moderate,2019,4,Apr
Chennai,2019-04-04,62.0,34.1,66.96,51.46,70.68,0.65,58.9,False,Satisfactory,2019,4,Apr
Chennai,2019-04-05,79.0,43.45,85.32,65.57,90.06,0.83,75.05,False,Satisfactory,2019,4,Apr
Chennai,2019-04-06,77.0,42.35,83.16,63.91,87.78,0.81,73.15,False,Satisfactory,2019,4,Apr
Chennai,2019-04-07,71.0,39.05,76.68,58.93,80.94,0.75,67.45,False,Satisfactory,2019,4,Apr
Chennai,2019-04-08,76.0,41.8,82.08,63.08,86.64,0.8,72.2,False,Satisfactory,2019,4,Apr
Chennai,2019-04-09,96.0,52.8,103.68,79.68,109.44,1.01,91.2,False,Satisfactory,2019,4,Apr
Chennai,2019-04-10,70.0,38.5,75.6,58.1,79.8,0.74,66.5,False,Satisfactory,2019,4,Apr
Chennai,2019-04-11,118.0,64.9,127.44,97.94,134.52,1.24,112.1,False,Moderate,2019,4,Apr
Chennai,2019-04-12,67.0,36.85,72.36,55.61,76.38,0.7,63.65,False,Satisfactory,2019,4,Apr
Chennai,2019-04-13,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False,Satisfactory,2019,4,Apr
Chennai,2019-04-14,54.0,29.7,58.32,44.82,61.56,0.57,51.3,False,Satisfactory,2019,4,Apr
Chennai,2019-04-15,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False,Satisfactory,2019,4,Apr
Chennai,2019-04-16,51.0,28.05,55.08,42.33,58.14,0.54,48.45,False,Satisfactory,2019,4,Apr
Chennai,2019-04-17,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False,Good,2019,4,Apr
Chennai,2019-04-18,44.0,24.2,47.52,36.52,50.16,0.46,41.8,False,Good,2019,4,Apr
Chennai,2019-04-19,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False,Good,2019,4,Apr
Chennai,2019-04-20,63.0,34.65,68.04,52.29,71.82,0.66,59.85,False,Satisfactory,2019,4,Apr
Chennai,2019-04-21,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False,Satisfactory,2019,4,Apr
Chennai,2019-04-22,44.0,24.2,47.52,36.52,50.16,0.46,41.8,False,Good,2019,4,Apr
Chennai,2019-04-23,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False,Good,2019,4,Apr
Chennai,2019-04-24,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False,Satisfactory,2019,4,Apr
Chennai,2019-04-25,63.0,34.65,68.04,52.29,71.82,0.66,59.85,False,Satisfactory,2019,4,Apr
Chennai,2019-04-26,60.0,33.0,64.8,49.8,68.4,0.63,57.0,False,Satisfactory,2019,4,Apr
Chennai,2019-04-27,54.0,29.7,58.32,44.82,61.56,0.57,51.3,False,Satisfactory,2019,4,Apr
Chennai,2019-04-28,55.0,30.25,59.4,45.65,62.7,0.58,52.25,False,Satisfactory,2019,4,Apr
Chennai,2019-04-29,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2019,4,Apr
Chennai,2019-04-30,59.0,32.45,63.72,48.97,67.26,0.62,56.05,False,Satisfactory,2019,4,Apr
Chennai,2019-05-01,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False,Satisfactory,2019,5,May
Chennai,2019-05-02,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False,Satisfactory,2019,5,May
Chennai,2019-05-03,65.0,35.75,70.2,53.95,74.1,0.68,61.75,False,Satisfactory,2019,5,May
Chennai,2019-05-04,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False,Satisfactory,2019,5,May
Chennai,2019-05-05,70.0,38.5,75.6,58.1,79.8,0.74,66.5,False,Satisfactory,2019,5,May
Chennai,2019-05-06,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False,Satisfactory,2019,5,May
Chennai,2019-05-07,73.0,40.15,78.84,60.59,83.22,0.77,69.35,False,Satisfactory,2019,5,May
Chennai,2019-05-08,67.0,36.85,72.36,55.61,76.38,0.7,63.65,False,Satisfactory,2019,5,May
Chennai,2019-05-09,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False,Satisfactory,2019,5,May
Chennai,2019-05-10,62.0,34.1,66.96,51.46,70.68,0.65,58.9,False,Satisfactory,2019,5,May
Chennai,2019-05-11,134.0,73.7,144.72,111.22,152.76,1.41,127.3,False,Moderate,2019,5,May
Chennai,2019-05-12,130.0,71.5,140.4,107.9,148.2,1.37,123.5,False,Moderate,2019,5,May
Chennai,2019-05-13,46.0,25.3,49.68,38.18,52.44,0.48,43.7,False,Good,2019,5,May
Chennai,2019-05-14,156.0,85.8,168.48,129.48,177.84,1.64,148.2,False,Moderate,2019,5,May
Chennai,2019-05-15,111.0,61.05,119.88,92.13,126.54,1.17,105.45,False,Moderate,2019,5,May
Chennai,2019-05-16,110.0,60.5,118.8,91.3,125.4,1.16,104.5,False,Moderate,2019,5,May
Chennai,2019-05-17,92.0,50.6,99.36,76.36,104.88,0.97,87.4,False,Satisfactory,2019,5,May
Chennai,2019-05-18,87.0,47.85,93.96,72.21,99.18,0.91,82.65,False,Satisfactory,2019,5,May
Chennai,2019-05-19,70.0,38.5,75.6,58.1,79.8,0.74,66.5,False,Satisfactory,2019,5,May
Chennai,2019-05-20,57.0,31.35,61.56,47.31,64.98,0.6,54.15,False,Satisfactory,2019,5,May
Chennai,2019-05-21,59.0,32.45,63.72,48.97,67.26,0.62,56.05,False,Satisfactory,2019,5,May
Chennai,2019-05-22,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False,Satisfactory,2019,5,May
Chennai,2019-05-23,71.0,39.05,76.68,58.93,80.94,0.75,67.45,False,Satisfactory,2019,5,May
Chennai,2019-05-24,104.0,57.2,112.32,86.32,118.56,1.09,98.8,False,Moderate,2019,5,May
Chennai,2019-05-25,102.0,56.1,110.16,84.66,116.28,1.07,96.9,False,Moderate,2019,5,May
Chennai,2019-05-26,106.0,58.3,114.48,87.98,120.84,1.11,100.7,False,Moderate,2019,5,May
Chennai,2019-05-27,92.0,50.6,99.36,76.36,104.88,0.97,87.4,False,Satisfactory,2019,5,May
Chennai,2019-05-28,119.0,65.45,128.52,98.77,135.66,1.25,113.05,False,Moderate,2019,5,May
Chennai,2019-05-29,124.0,68.2,133.92,102.92,141.36,1.3,117.8,False,Moderate,2019,5,May
Chennai,2019-05-30,106.0,58.3,114.48,87.98,120.84,1.11,100.7,False,Moderate,2019,5,May
Chennai,2019-05-31,112.0,61.6,120.96,92.96,127.68,1.18,106.4,False,Moderate,2019,5,May
Chennai,2019-06-01,165.0,90.75,178.2,136.95,188.1,1.73,156.75,False,Moderate,2019,6,Jun
Chennai,2019-06-02,158.0,86.9,170.64,131.14,180.12,1.66,150.1,False,Moderate,2019,6,Jun
Chennai,2019-06-03,121.0,66.55,130.68,100.43,137.94,1.27,114.95,False,Moderate,2019,6,Jun
Chennai,2019-06-04,140.0,77.0,151.2,116.2,159.6,1.47,133.0,False,Moderate,2019,6,Jun
Chennai,2019-06-05,136.0,74.8,146.88,112.88,155.04,1.43,129.2,False,Moderate,2019,6,Jun
Chennai,2019-06-06,106.0,58.3,114.48,87.98,120.84,1.11,100.7,False,Moderate,2019,6,Jun
Chennai,2019-06-07,75.0,41.25,81.0,62.25,85.5,0.79,71.25,False,Satisfactory,2019,6,Jun
Chennai,2019-06-08,57.0,31.35,61.56,47.31,64.98,0.6,54.15,False,Satisfactory,2019,6,Jun
Chennai,2019-06-09,86.0,47.3,92.88,71.38,98.04,0.9,81.7,False,Satisfactory,2019,6,Jun
Chennai,2019-06-10,100.0,55.0,108.0,83.0,114.0,1.05,95.0,False,Satisfactory,2019,6,Jun
Chennai,2019-06-11,70.0,38.5,75.6,58.1,79.8,0.74,66.5,False,Satisfactory,2019,6,Jun
Chennai,2019-06-12,86.0,47.3,92.88,71.38,98.04,0.9,81.7,False,Satisfactory,2019,6,Jun
Chennai,2019-06-13,85.0,46.75,91.8,70.55,96.9,0.89,80.75,False,Satisfactory,2019,6,Jun
Chennai,2019-06-14,119.0,65.45,128.52,98.77,135.66,1.25,113.05,False,Moderate,2019,6,Jun
Chennai,2019-06-15,78.0,42.9,84.24,64.74,88.92,0.82,74.1,False,Satisfactory,2019,6,Jun
Chennai,2019-06-16,91.0,50.05,98.28,75.53,103.74,0.96,86.45,False,Satisfactory,2019,6,Jun
Chennai,2019-06-17,93.0,51.15,100.44,77.19,106.02,0.98,88.35,False,Satisfactory,2019,6,Jun
Chennai,2019-06-18,77.34,0.0,0.0,0.0,0.0,0.0,0.0,True,Satisfactory,2019,6,Jun
Chennai,2019-06-19,80.0,44.0,86.4,66.4,91.2,0.84,76.0,False,Satisfactory,2019,6,Jun
Chennai,2019-06-20,86.0,47.3,92.88,71.38,98.04,0.9,81.7,False,Satisfactory,2019,6,Jun
Chennai,2019-06-21,65.0,35.75,70.2,53.95,74.1,0.68,61.75,False,Satisfactory,2019,6,Jun
Chennai,2019-06-22,78.0,42.9,84.24,64.74,88.92,0.82,74.1,False,Satisfactory,2019,6,Jun
Chennai,2019-06-23,80.0,44.0,86.4,66.4,91.2,0.84,76.0,False,Satisfactory,2019,6,Jun
Chennai,2019-06-24,83.0,45.65,89.64,68.89,94.62,0.87,78.85,False,Satisfactory,2019,6,Jun
Chennai,2019-06-25,105.0,57.75,113.4,87.15,119.7,1.1,99.75,False,Moderate,2019,6,Jun
Chennai,2019-06-26,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False,Good,2019,6,Jun
Chennai,2019-06-27,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2019,6,Jun
Chennai,2019-06-28,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False,Good,2019,6,Jun
Chennai,2019-06-29,42.0,23.1,45.36,34.86,47.88,0.44,39.9,False,Good,2019,6,Jun
Chennai,2019-06-30,85.0,46.75,91.8,70.55,96.9,0.89,80.75,False,Satisfactory,2019,6,Jun
Chennai,2019-07-01,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False,Good,2019,7,Jul
Chennai,2019-07-02,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2019,7,Jul
Chennai,2019-07-03,144.0,79.2,155.52,119.52,164.16,1.51,136.8,False,Moderate,2019,7,Jul
Chennai,2019-07-04,87.0,47.85,93.96,72.21,99.18,0.91,82.65,False,Satisfactory,2019,7,Jul
Chennai,2019-07-05,133.0,73.15,143.64,110.39,151.62,1.4,126.35,False,Moderate,2019,7,Jul
Chennai,2019-07-06,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False,Good,2019,7,Jul
Chennai,2019-07-07,61.0,33.55,65.88,50.63,69.54,0.64,57.95,False,Satisfactory,2019,7,Jul
Chennai,2019-07-08,97.0,53.35,104.76,80.51,110.58,1.02,92.15,False,Satisfactory,2019,7,Jul
Chennai,2019-07-09,92.0,50.6,99.36,76.36,104.88,0.97,87.4,False,Satisfactory,2019,7,Jul
Chennai,2019-07-10,65.0,35.75,70.2,53.95,74.1,0.68,61.75,False,Satisfactory,2019,7,Jul
